period,org_code,parent_org,org_name,att_type1,att_type2,att_other,att_booked_type1,att_booked_type2,att_booked_other,over4hr_type1,over4hr_type2,over4hr_other,over4hr_booked_type1,over4hr_booked_type2,over4hr_booked_other,wait_4_12hr_dta,wait_12hr_plus_dta,emerg_adm_type1,emerg_adm_type2,emerg_adm_other,emerg_adm_other2,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,a,date,total_attendances,total_over4hr,type1_4hr_pct,total_emerg_adm
MSitAE-SEPTEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8169,0,1781,0,0,457,3891,0,0,0,0,0,466,102,2095,0,0,368,,,,,,,2024-09-01,9950,3891,52.4,2463
MSitAE-SEPTEMBER-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12114,1623,4974,0,0,841,4763,131,0,0,0,0,464,6,3664,29,0,2762,,,,,,,2024-09-01,18711,4894,60.7,6455
MSitAE-SEPTEMBER-2024,RTE,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12384,0,0,164,0,0,4818,0,0,45,0,0,429,407,2604,0,0,1979,,,,,,,2024-09-01,12384,4818,61.1,4583
MSitAE-SEPTEMBER-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9435,0,12298,0,0,0,2373,0,8,0,0,0,56,0,3888,0,65,450,,,,,,,2024-09-01,21733,2381,74.8,4403
MSitAE-SEPTEMBER-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7368,0,8782,0,0,1380,3528,0,417,0,0,37,189,2,2592,0,106,2185,,,,,,,2024-09-01,16150,3945,52.1,4883
MSitAE-SEPTEMBER-2024,RTX,NHS ENGLAND NORTH WEST,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8817,0,3284,120,0,589,2876,0,69,12,0,49,605,330,3135,0,18,881,,,,,,,2024-09-01,12101,2945,67.4,4034
MSitAE-SEPTEMBER-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1003,0,0,50,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,,2024-09-01,1003,8,,0
MSitAE-SEPTEMBER-2024,RVV,NHS ENGLAND SOUTH EAST,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12772,0,12158,0,0,0,5551,0,245,0,0,0,476,1017,2979,0,642,405,,,,,,,2024-09-01,24930,5796,56.5,4026
MSitAE-SEPTEMBER-2024,RW4,NHS ENGLAND NORTH WEST,MERSEY CARE NHS FOUNDATION TRUST,0,0,12055,0,0,0,0,0,222,0,0,0,0,0,0,0,0,55,,,,,,,2024-09-01,12055,222,,55
MSitAE-SEPTEMBER-2024,RWE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,21307,1896,0,0,0,0,9350,184,0,0,0,0,1414,840,5964,3,0,3345,,,,,,,2024-09-01,23203,9534,56.1,9312
MSitAE-SEPTEMBER-2024,RWH,NHS ENGLAND EAST OF ENGLAND,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8558,0,7319,0,0,0,4139,0,69,0,0,0,189,16,3375,0,86,288,,,,,,,2024-09-01,15877,4208,51.6,3749
MSitAE-SEPTEMBER-2024,RWJ,NHS ENGLAND NORTH WEST,STOCKPORT NHS FOUNDATION TRUST,7871,0,972,129,0,26,3509,0,29,59,0,2,781,193,2571,0,65,783,,,,,,,2024-09-01,8843,3538,55.4,3419
MSitAE-SEPTEMBER-2024,RYF,NHS ENGLAND SOUTH WEST,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1656,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,,,,,,,2024-09-01,1656,117,,0
MSitAE-SEPTEMBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2024-09-01,1042,0,,0
MSitAE-SEPTEMBER-2024,R1F,NHS ENGLAND SOUTH EAST,ISLE OF WIGHT NHS TRUST,3961,256,1692,22,0,14,1855,0,0,7,0,0,267,79,1071,0,0,306,,,,,,,2024-09-01,5909,1855,53.2,1377
MSitAE-SEPTEMBER-2024,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24191,947,16122,0,0,0,11058,36,1303,0,0,0,1135,885,4808,0,0,225,,,,,,,2024-09-01,41260,12397,54.3,5033
MSitAE-SEPTEMBER-2024,RBK,NHS ENGLAND MIDLANDS,WALSALL HEALTHCARE NHS TRUST,8721,0,3900,15,0,144,2968,0,64,8,0,0,1009,69,3665,0,0,668,,,,,,,2024-09-01,12621,3032,66.0,4333
MSitAE-SEPTEMBER-2024,RBT,NHS ENGLAND NORTH WEST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6969,0,2778,3,0,42,3843,0,35,3,0,0,536,654,2229,0,0,1033,,,,,,,2024-09-01,9747,3878,44.9,3262
MSitAE-SEPTEMBER-2024,RDE,NHS ENGLAND EAST OF ENGLAND,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14079,0,11878,700,0,252,7049,0,272,0,0,0,1135,367,6030,0,411,977,,,,,,,2024-09-01,25957,7321,49.9,7418
MSitAE-SEPTEMBER-2024,RDR,NHS ENGLAND SOUTH EAST,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11533,0,0,0,0,0,47,0,0,0,0,0,0,0,1,0,,,,,,,2024-09-01,11533,47,,1
MSitAE-SEPTEMBER-2024,RH5,NHS ENGLAND SOUTH WEST,SOMERSET NHS FOUNDATION TRUST,12678,0,9108,0,0,1,5198,0,198,0,0,0,417,53,2057,0,0,2955,,,,,,,2024-09-01,21786,5396,59.0,5012
MSitAE-SEPTEMBER-2024,RHM,NHS ENGLAND SOUTH EAST,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11349,1235,0,238,0,0,3915,114,0,87,0,0,354,11,3629,11,0,1467,,,,,,,2024-09-01,12584,4029,65.5,5107
MSitAE-SEPTEMBER-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8718,1120,6800,347,0,939,4519,0,83,158,0,5,1171,10,3494,0,0,2881,,,,,,,2024-09-01,16638,4602,48.2,6375
MSitAE-SEPTEMBER-2024,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10047,700,6464,0,0,0,4072,44,295,0,0,0,117,87,2045,0,0,336,,,,,,,2024-09-01,17211,4411,59.5,2381
MSitAE-SEPTEMBER-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13964,0,10209,0,0,0,7327,0,1271,0,0,0,1169,626,3958,0,0,1406,,,,,,,2024-09-01,24173,8598,47.5,5364
MSitAE-SEPTEMBER-2024,RKB,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11329,811,5679,0,0,0,5607,125,239,0,0,0,81,18,1684,37,151,475,,,,,,,2024-09-01,17819,5971,50.5,2347
MSitAE-SEPTEMBER-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8903,0,0,0,0,0,2474,0,0,0,0,0,253,164,1077,0,0,32,,,,,,,2024-09-01,8903,2474,72.2,1109
MSitAE-SEPTEMBER-2024,RM1,NHS ENGLAND EAST OF ENGLAND,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12146,0,8179,0,0,0,4168,0,3,0,0,0,916,165,2659,0,0,1556,,,,,,,2024-09-01,20325,4171,65.7,4215
MSitAE-SEPTEMBER-2024,RN5,NHS ENGLAND SOUTH EAST,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,12291,103,529,0,0,157,4698,0,0,0,0,0,300,29,4231,7,0,1055,,,,,,,2024-09-01,12923,4698,61.8,5293
MSitAE-SEPTEMBER-2024,RN7,NHS ENGLAND SOUTH EAST,DARTFORD AND GRAVESHAM NHS TRUST,10507,0,3475,0,0,0,3448,0,11,0,0,0,660,229,2861,0,0,402,,,,,,,2024-09-01,13982,3459,67.2,3263
MSitAE-SEPTEMBER-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5626,0,0,0,0,0,154,0,0,0,0,0,0,0,6,0,210,,,,,,,2024-09-01,5626,154,,216
MSitAE-SEPTEMBER-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18856,0,5720,567,0,0,5574,0,75,0,0,0,682,69,2746,0,0,343,,,,,,,2024-09-01,24576,5649,70.4,3089
MSitAE-SEPTEMBER-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE,LEEDS TEACHING HOSPITALS NHS TRUST,17191,680,10819,68,0,55,6794,0,185,19,0,0,1702,188,3485,0,0,1099,,,,,,,2024-09-01,28690,6979,60.5,4584
MSitAE-SEPTEMBER-2024,RVJ,NHS ENGLAND SOUTH WEST,NORTH BRISTOL NHS TRUST,8865,0,0,27,0,0,3705,0,0,7,0,0,554,396,2912,0,0,1881,,,,,,,2024-09-01,8865,3705,58.2,4793
MSitAE-SEPTEMBER-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9040,0,4443,0,0,0,5084,0,86,0,0,0,779,535,3321,0,0,2080,,,,,,,2024-09-01,13483,5170,43.8,5401
MSitAE-SEPTEMBER-2024,RWD,NHS ENGLAND MIDLANDS,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9451,0,9571,0,0,0,5682,0,1118,0,0,0,1023,950,4054,0,0,1048,,,,,,,2024-09-01,19022,6800,39.9,5102
MSitAE-SEPTEMBER-2024,RWW,NHS ENGLAND NORTH WEST,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6727,0,2925,235,0,118,3400,0,85,80,0,0,712,616,1746,0,0,155,,,,,,,2024-09-01,9652,3485,49.5,1901
MSitAE-SEPTEMBER-2024,RX1,NHS ENGLAND MIDLANDS,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14885,1846,252,523,0,0,6937,75,5,217,0,0,831,496,4485,0,0,3797,,,,,,,2024-09-01,16983,7017,53.4,8282
MSitAE-SEPTEMBER-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE,MID YORKSHIRE TEACHING NHS TRUST,15790,151,5736,120,0,67,6334,0,430,2,0,2,1952,86,3516,0,154,840,,,,,,,2024-09-01,21677,6764,59.9,4510
MSitAE-SEPTEMBER-2024,RXN,NHS ENGLAND NORTH WEST,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11724,0,3451,210,0,79,4459,0,89,38,0,0,1062,362,2964,0,76,1183,,,,,,,2024-09-01,15175,4548,62.0,4223
MSitAE-SEPTEMBER-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12324,0,3883,0,0,6672,5075,0,0,0,0,0,2196,17,4018,0,0,722,,,,,,,2024-09-01,16207,5075,58.8,4740
MSitAE-SEPTEMBER-2024,RY5,NHS ENGLAND MIDLANDS,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8258,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,,,,,,,2024-09-01,8258,253,,0
MSitAE-SEPTEMBER-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11584,3907,7175,0,0,411,4575,93,375,0,0,0,713,221,4018,4,0,1113,,,,,,,2024-09-01,22666,5043,60.5,5135
MSitAE-SEPTEMBER-2024,RYR,NHS ENGLAND SOUTH EAST,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,21377,1462,5035,1338,0,1061,8885,35,560,437,0,28,1641,1242,8274,21,39,1354,,,,,,,2024-09-01,27874,9480,58.4,9688
MSitAE-SEPTEMBER-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,622,0,0,378,0,0,9,0,0,0,0,0,0,0,0,0,,,,,,,2024-09-01,622,9,,0
MSitAE-SEPTEMBER-2024,RD1,NHS ENGLAND SOUTH WEST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8575,0,0,0,0,0,3119,0,0,0,0,0,709,54,2564,0,9,1448,,,,,,,2024-09-01,8575,3119,63.6,4021
MSitAE-SEPTEMBER-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13144,0,3803,0,0,0,5124,0,3,0,0,0,1004,234,3875,0,394,1011,,,,,,,2024-09-01,16947,5127,61.0,5280
MSitAE-SEPTEMBER-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10698,333,1490,310,0,17,3019,0,96,30,0,1,368,596,1878,3,0,139,,,,,,,2024-09-01,12521,3115,71.8,2020
MSitAE-SEPTEMBER-2024,RWX,NHS ENGLAND SOUTH EAST,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1452,0,0,0,0,0,14,0,0,0,0,0,0,0,32,0,,,,,,,2024-09-01,1452,14,,32
MSitAE-SEPTEMBER-2024,RXC,NHS ENGLAND SOUTH EAST,EAST SUSSEX HEALTHCARE NHS TRUST,8075,0,2563,1655,0,1194,3423,0,43,0,0,0,253,22,3356,0,0,444,,,,,,,2024-09-01,10638,3466,57.6,3800
MSitAE-SEPTEMBER-2024,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8725,0,3371,430,0,0,2656,0,0,60,0,0,652,669,2710,0,0,706,,,,,,,2024-09-01,12096,2656,69.6,3416
MSitAE-SEPTEMBER-2024,RJC,NHS ENGLAND MIDLANDS,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8082,0,377,1,0,0,2088,0,0,0,0,0,287,10,2303,0,0,886,,,,,,,2024-09-01,8459,2088,74.2,3189
MSitAE-SEPTEMBER-2024,RA7,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14776,2238,0,0,0,0,5191,136,0,0,0,0,1214,261,5232,13,0,1366,,,,,,,2024-09-01,17014,5327,64.9,6611
MSitAE-SEPTEMBER-2024,RBN,NHS ENGLAND NORTH WEST,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15845,0,6698,389,0,0,5617,0,217,53,0,0,608,318,6805,0,0,593,,,,,,,2024-09-01,22543,5834,64.6,7398
MSitAE-SEPTEMBER-2024,RJE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13168,463,8057,611,0,469,6608,0,91,295,0,10,1076,546,5208,0,0,3840,,,,,,,2024-09-01,21688,6699,49.8,9048
MSitAE-SEPTEMBER-2024,RM3,NHS ENGLAND NORTH WEST,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24649,0,8398,0,0,0,10994,0,297,0,0,0,1972,583,7063,0,358,1725,,,,,,,2024-09-01,33047,11291,55.4,9146
MSitAE-SEPTEMBER-2024,RRK,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,32456,312,1650,19,0,259,12867,0,10,10,0,1,2274,1995,11198,0,0,6124,,,,,,,2024-09-01,34418,12877,60.4,17322
MSitAE-SEPTEMBER-2024,RHU,NHS ENGLAND SOUTH EAST,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9553,683,2945,1147,0,773,4829,6,58,573,0,2,1588,73,3297,0,0,2457,,,,,,,2024-09-01,13181,4893,49.5,5754
MSitAE-SEPTEMBER-2024,RHW,NHS ENGLAND SOUTH EAST,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11593,2247,0,767,29,0,3921,14,0,216,0,0,520,7,2423,0,0,373,,,,,,,2024-09-01,13840,3935,66.2,2796
MSitAE-SEPTEMBER-2024,RPA,NHS ENGLAND SOUTH EAST,MEDWAY NHS FOUNDATION TRUST,7925,0,6412,296,0,993,2816,0,507,67,0,0,337,636,1745,0,0,628,,,,,,,2024-09-01,14337,3323,64.5,2373
MSitAE-SEPTEMBER-2024,RTG,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19298,0,9000,1762,0,18,8533,0,0,384,0,0,803,912,3961,0,0,1967,,,,,,,2024-09-01,28298,8533,55.8,5928
MSitAE-SEPTEMBER-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,16645,0,8306,0,0,0,6090,0,149,0,0,0,914,647,3778,0,0,543,,,,,,,2024-09-01,24951,6239,63.4,4321
MSitAE-SEPTEMBER-2024,RBL,NHS ENGLAND NORTH WEST,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7655,0,2625,0,0,198,4231,0,15,0,0,1,496,899,1930,0,0,1813,,,,,,,2024-09-01,10280,4246,44.7,3743
MSitAE-SEPTEMBER-2024,RLT,NHS ENGLAND MIDLANDS,GEORGE ELIOT HOSPITAL NHS TRUST,6493,0,1736,0,0,0,2073,0,15,0,0,0,566,160,1021,0,0,15,,,,,,,2024-09-01,8229,2088,68.1,1036
MSitAE-SEPTEMBER-2024,RMC,NHS ENGLAND NORTH WEST,BOLTON NHS FOUNDATION TRUST,7821,0,3695,67,0,83,3793,0,144,27,0,5,523,569,2244,0,99,749,,,,,,,2024-09-01,11516,3937,51.5,3092
MSitAE-SEPTEMBER-2024,RTH,NHS ENGLAND SOUTH EAST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11866,1775,1956,1319,0,116,4182,0,0,398,0,1,788,0,4476,127,17,4358,,,,,,,2024-09-01,15597,4182,64.8,8978
MSitAE-SEPTEMBER-2024,RXK,NHS ENGLAND MIDLANDS,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14245,1186,6905,1021,0,0,6703,171,100,101,0,0,1050,529,2628,0,0,415,,,,,,,2024-09-01,22336,6974,52.9,3043
MSitAE-SEPTEMBER-2024,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,11186,0,0,433,0,0,222,0,0,7,0,0,0,0,0,0,,,,,,,2024-09-01,11186,222,,0
MSitAE-SEPTEMBER-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6077,0,6253,0,0,0,3644,0,177,0,0,0,523,39,2431,0,0,125,,,,,,,2024-09-01,12330,3821,40.0,2556
MSitAE-NOVEMBER-2023,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1795,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,1795,61,,0
MSitAE-NOVEMBER-2023,RYY,NHS ENGLAND SOUTH EAST,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9578,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,9578,31,,0
MSitAE-NOVEMBER-2023,Y02615,NHS ENGLAND MIDLANDS,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,6370,0,,0
MSitAE-NOVEMBER-2023,AAH,NHS ENGLAND SOUTH WEST,TETBURY HOSPITAL TRUST LTD,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,439,0,,0
MSitAE-NOVEMBER-2023,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE,WORKINGTON HEALTH LIMITED,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,431,0,,0
MSitAE-NOVEMBER-2023,AQN04,NHS ENGLAND SOUTH EAST,PHL LYMINGTON UTC,0,0,2356,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,2356,16,,0
MSitAE-NOVEMBER-2023,NL7,NHS ENGLAND MIDLANDS,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,4161,0,,0
MSitAE-NOVEMBER-2023,NQT5F,NHS ENGLAND NORTH WEST,SKELMERSDALE WALK IN CENTRE,0,0,1875,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,1875,47,,0
MSitAE-NOVEMBER-2023,NQT5H,NHS ENGLAND SOUTH WEST,PAULTON MEMORIAL HOSPITAL,0,0,807,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,807,11,,0
MSitAE-NOVEMBER-2023,NQTE4,NHS ENGLAND MIDLANDS,SUMMERFIELD URGENT CARE CENTRE,0,0,3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,3218,0,,0
MSitAE-NOVEMBER-2023,RDY,NHS ENGLAND SOUTH WEST,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,,,,,,2023-11-01,0,0,,6
MSitAE-NOVEMBER-2023,RJ8,NHS ENGLAND SOUTH WEST,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,67,,,,,,,2023-11-01,0,0,,78
MSitAE-NOVEMBER-2023,RPC,NHS ENGLAND SOUTH EAST,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1494,0,0,0,0,0,10,0,0,0,0,0,0,0,0,501,,,,,,,2023-11-01,1494,10,,501
MSitAE-NOVEMBER-2023,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14428,0,0,0,0,0,4804,0,0,0,0,0,1374,1,2993,0,0,819,,,,,,,2023-11-01,14428,4804,66.7,3812
MSitAE-NOVEMBER-2023,Y00751,NHS ENGLAND SOUTH EAST,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,0,0,,0
MSitAE-NOVEMBER-2023,Y02532,NHS ENGLAND NORTH WEST,MIRIAM MINOR EMERGENCY,0,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,1747,0,,0
MSitAE-NOVEMBER-2023,ACH01,NHS ENGLAND SOUTH EAST,WHITSTABLE MEDICAL PRACTICE,0,0,4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,4509,0,,0
MSitAE-NOVEMBER-2023,NQT51,NHS ENGLAND SOUTH EAST,STATION PLAZA HEALTH CENTRE,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,1674,0,,0
MSitAE-NOVEMBER-2023,RW1,NHS ENGLAND SOUTH EAST,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2614,0,0,0,0,0,18,0,0,0,0,0,0,0,0,160,,,,,,,2023-11-01,2614,18,,160
MSitAE-NOVEMBER-2023,RW4,NHS ENGLAND NORTH WEST,MERSEY CARE NHS FOUNDATION TRUST,0,0,11150,0,0,0,0,0,1265,0,0,0,0,0,0,0,0,80,,,,,,,2023-11-01,11150,1265,,80
MSitAE-NOVEMBER-2023,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,757,0,,0
MSitAE-NOVEMBER-2023,RJN,NHS ENGLAND NORTH WEST,EAST CHESHIRE NHS TRUST,4177,0,0,40,0,7,1996,0,0,0,0,0,288,253,986,0,0,194,,,,,,,2023-11-01,4177,1996,52.2,1180
MSitAE-NOVEMBER-2023,RXC,NHS ENGLAND SOUTH EAST,EAST SUSSEX HEALTHCARE NHS TRUST,8874,0,2117,791,0,1149,4048,0,38,0,0,0,284,2,3341,0,0,602,,,,,,,2023-11-01,10991,4086,54.4,3943
MSitAE-NOVEMBER-2023,8J094,NHS ENGLAND MIDLANDS,BADGER LTD,0,0,0,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,0,0,,0
MSitAE-NOVEMBER-2023,L83087,NHS ENGLAND SOUTH WEST,OKEHAMPTON MEDICAL CENTRE,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,108,0,,0
MSitAE-NOVEMBER-2023,RAJ,NHS ENGLAND EAST OF ENGLAND,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31102,0,1509,607,0,15,11094,0,53,146,0,0,3077,14,8287,0,135,1281,,,,,,,2023-11-01,32611,11147,64.3,9703
MSitAE-NOVEMBER-2023,RJR,NHS ENGLAND NORTH WEST,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6288,0,432,0,0,0,3211,0,54,0,0,0,276,616,1621,0,0,1271,,,,,,,2023-11-01,6720,3265,48.9,2892
MSitAE-NOVEMBER-2023,RLT,NHS ENGLAND MIDLANDS,GEORGE ELIOT HOSPITAL NHS TRUST,6544,0,1657,0,0,0,2168,0,40,0,0,0,783,43,904,0,0,20,,,,,,,2023-11-01,8201,2208,66.9,924
MSitAE-NOVEMBER-2023,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10152,0,0,27,0,0,1867,0,0,0,0,0,194,23,1784,0,0,296,,,,,,,2023-11-01,10152,1867,81.6,2080
MSitAE-NOVEMBER-2023,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE,MID YORKSHIRE TEACHING NHS TRUST,16566,0,5678,120,0,58,7373,0,349,12,0,0,2278,96,3611,0,134,989,,,,,,,2023-11-01,22244,7722,55.5,4734
MSitAE-NOVEMBER-2023,RY7,NHS ENGLAND NORTH WEST,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4434,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,4434,124,,0
MSitAE-NOVEMBER-2023,Y03007,NHS ENGLAND MIDLANDS,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2105,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,0,0,,0
MSitAE-NOVEMBER-2023,DD401,NHS ENGLAND SOUTH WEST,EXMOUTH MINOR INJURY UNIT,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,853,0,,0
MSitAE-NOVEMBER-2023,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7876,0,0,39,0,0,356,0,0,0,0,0,0,0,0,0,,,,,,,2023-11-01,7876,356,,0
