period,org_code,parent_org,org_name,att_type1,att_type2,att_other,att_booked_type1,att_booked_type2,att_booked_other,over4hr_type1,over4hr_type2,over4hr_other,over4hr_booked_type1,over4hr_booked_type2,over4hr_booked_other,wait_4_12hr_dta,wait_12hr_plus_dta,emerg_adm_type1,emerg_adm_type2,emerg_adm_other,emerg_adm_other2,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,a,date,total_attendances,total_over4hr,type1_4hr_pct,total_emerg_adm
MSitAE-APRIL-2023,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13762,0,0,0,0,0,3865,0,0,0,0,0,822,2,2759,0,0,802,,,,,,,2023-04-01,13762,3865,71.9,3561
MSitAE-APRIL-2023,RYY,NHS ENGLAND SOUTH EAST,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,8675,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,8675,30,,0
MSitAE-APRIL-2023,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7036,0,0,588,0,0,377,0,0,3,0,0,0,0,0,0,,,,,,,2023-04-01,7036,377,,0
MSitAE-APRIL-2023,Y02532,NHS ENGLAND NORTH WEST,MIRIAM MINOR EMERGENCY,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1742,0,,0
MSitAE-APRIL-2023,C82009,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH MED.CTR,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,253,0,,0
MSitAE-APRIL-2023,C82038,NHS ENGLAND MIDLANDS,LATHAM HOUSE MEDICAL PRACTICE,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,254,0,,0
MSitAE-APRIL-2023,NDJ,NHS ENGLAND SOUTH EAST,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2003,0,,0
MSitAE-APRIL-2023,NQT51,NHS ENGLAND SOUTH EAST,STATION PLAZA HEALTH CENTRE,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1499,0,,0
MSitAE-APRIL-2023,RW1,NHS ENGLAND SOUTH EAST,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2572,0,0,0,0,0,29,0,0,0,0,0,0,0,6,153,,,,,,,2023-04-01,2572,29,,159
MSitAE-APRIL-2023,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,,,,,,,2023-04-01,0,0,,136
MSitAE-APRIL-2023,RXL,NHS ENGLAND NORTH WEST,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8237,0,10625,234,0,246,3562,0,52,39,0,0,676,698,2457,0,0,1397,,,,,,,2023-04-01,18862,3614,56.8,3854
MSitAE-APRIL-2023,Y00751,NHS ENGLAND SOUTH EAST,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,0,0,,0
MSitAE-APRIL-2023,Y02428,NHS ENGLAND EAST OF ENGLAND,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2656,0,,0
MSitAE-APRIL-2023,Y02676,NHS ENGLAND SOUTH EAST,BRIGHTON STATION HEALTH CENTRE,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1670,0,,0
MSitAE-APRIL-2023,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3093,0,0,328,0,0,65,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,3093,65,,0
MSitAE-APRIL-2023,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE,WORKINGTON HEALTH LIMITED,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,,,,,,,2023-04-01,400,0,,400
MSitAE-APRIL-2023,AQN04,NHS ENGLAND SOUTH EAST,PHL LYMINGTON UTC,0,0,2491,0,0,106,0,0,41,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2491,41,,0
MSitAE-APRIL-2023,AXG,NHS ENGLAND SOUTH WEST,WILTSHIRE HEALTH & CARE,0,0,2032,0,0,53,0,0,49,0,0,1,0,0,0,0,0,0,,,,,,,2023-04-01,2032,49,,0
MSitAE-APRIL-2023,L83087,NHS ENGLAND SOUTH WEST,OKEHAMPTON MEDICAL CENTRE,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,64,0,,0
MSitAE-APRIL-2023,RA9,NHS ENGLAND SOUTH WEST,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5853,0,3002,123,0,0,3305,0,64,63,0,0,620,82,1756,0,0,919,,,,,,,2023-04-01,8855,3369,43.5,2675
MSitAE-APRIL-2023,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1864,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1864,20,,0
MSitAE-APRIL-2023,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6486,0,2651,0,0,0,3040,0,146,0,0,0,220,415,1725,0,115,505,,,,,,,2023-04-01,9137,3186,53.1,2345
MSitAE-APRIL-2023,RBQ,NHS ENGLAND NORTH WEST,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,,,,,,,2023-04-01,0,0,,124
MSitAE-APRIL-2023,RDY,NHS ENGLAND SOUTH WEST,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,2023-04-01,0,0,,5
MSitAE-APRIL-2023,RJ8,NHS ENGLAND SOUTH WEST,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,,,,,,,2023-04-01,0,0,,66
MSitAE-APRIL-2023,RLQ,NHS ENGLAND MIDLANDS,WYE VALLEY NHS TRUST,5321,0,0,157,0,0,2165,0,0,46,0,0,116,107,1529,0,0,528,,,,,,,2023-04-01,5321,2165,59.3,2057
MSitAE-APRIL-2023,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4232,0,10357,0,0,0,0,0,0,0,0,0,190,3,1620,0,409,1786,,,,,,,2023-04-01,14589,0,100.0,3815
MSitAE-APRIL-2023,RXQ,NHS ENGLAND SOUTH EAST,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8661,1145,3071,0,0,0,3564,0,144,0,0,0,299,286,3356,739,0,858,,,,,,,2023-04-01,12877,3708,58.9,4953
MSitAE-APRIL-2023,Y02615,NHS ENGLAND MIDLANDS,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,7857,0,,0
MSitAE-APRIL-2023,Y04538,NHS ENGLAND SOUTH EAST,BRACKNELL URGENT CARE CENTRE WIC,0,0,2253,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2253,31,,0
MSitAE-APRIL-2023,8J094,NHS ENGLAND MIDLANDS,BADGER LTD,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,0,0,,0
MSitAE-APRIL-2023,AAH,NHS ENGLAND SOUTH WEST,TETBURY HOSPITAL TRUST LTD,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,258,0,,0
MSitAE-APRIL-2023,DT301,NHS ENGLAND EAST OF ENGLAND,HERTS URGENT CARE (ASCOTS LANE),0,0,2141,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2141,5,,0
MSitAE-APRIL-2023,NQTE4,NHS ENGLAND MIDLANDS,SUMMERFIELD URGENT CARE CENTRE,0,0,3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,3925,0,,0
MSitAE-APRIL-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10876,2144,13038,0,0,0,6568,420,3378,0,0,0,716,722,4526,0,0,377,,,,,,,2023-04-01,26058,10366,39.6,4903
MSitAE-APRIL-2023,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7488,0,0,416,0,0,1958,0,0,0,0,0,155,1,2383,0,0,470,,,,,,,2023-04-01,7488,1958,73.9,2853
MSitAE-APRIL-2023,RGR,NHS ENGLAND EAST OF ENGLAND,WEST SUFFOLK NHS FOUNDATION TRUST,6188,0,647,57,0,0,0,0,0,0,0,0,465,46,1909,0,0,576,,,,,,,2023-04-01,6835,0,100.0,2485
MSitAE-APRIL-2023,RJN,NHS ENGLAND NORTH WEST,EAST CHESHIRE NHS TRUST,3882,0,0,44,0,12,1669,0,0,0,0,0,199,335,769,0,0,114,,,,,,,2023-04-01,3882,1669,57.0,883
MSitAE-APRIL-2023,RWE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18537,1748,0,0,0,0,8296,120,0,0,0,0,1325,960,4798,3,0,3130,,,,,,,2023-04-01,20285,8416,55.2,7931
MSitAE-APRIL-2023,RY5,NHS ENGLAND MIDLANDS,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7841,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,7841,235,,0
MSitAE-APRIL-2023,RYF,NHS ENGLAND SOUTH WEST,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1839,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1839,197,,0
MSitAE-APRIL-2023,Y03007,NHS ENGLAND MIDLANDS,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,0,0,,0
MSitAE-APRIL-2023,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE,LOCAL CARE DIRECT,0,0,2118,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2118,0,,0
MSitAE-APRIL-2023,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4412,0,763,143,0,43,863,0,1,16,0,0,89,4,1168,0,0,382,,,,,,,2023-04-01,5175,864,80.4,1550
MSitAE-APRIL-2023,REF,NHS ENGLAND SOUTH WEST,ROYAL CORNWALL HOSPITALS NHS TRUST,5869,0,10527,0,0,0,3529,0,297,0,0,0,486,597,2110,0,25,1046,,,,,,,2023-04-01,16396,3826,39.9,3181
MSitAE-APRIL-2023,RHU,NHS ENGLAND SOUTH EAST,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8810,687,2532,1180,0,808,0,0,0,0,0,0,1520,0,3479,0,0,2012,,,,,,,2023-04-01,12029,0,100.0,5491
MSitAE-APRIL-2023,RJR,NHS ENGLAND NORTH WEST,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6437,0,207,0,0,0,3012,0,2,0,0,0,339,646,1542,0,0,898,,,,,,,2023-04-01,6644,3014,53.2,2440
MSitAE-APRIL-2023,RL4,NHS ENGLAND MIDLANDS,THE ROYAL WOLVERHAMPTON NHS TRUST,12029,0,6652,1,0,546,3626,0,229,0,0,0,536,16,5721,0,0,771,,,,,,,2023-04-01,18681,3855,69.9,6492
MSitAE-APRIL-2023,RW4,NHS ENGLAND NORTH WEST,MERSEY CARE NHS FOUNDATION TRUST,0,0,11270,0,0,0,0,0,235,0,0,0,0,0,0,0,0,67,,,,,,,2023-04-01,11270,235,,67
MSitAE-APRIL-2023,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE,MID YORKSHIRE HOSPITALS NHS TRUST,14817,0,5746,120,0,51,0,0,0,0,0,0,968,1,3750,0,177,946,,,,,,,2023-04-01,20563,0,100.0,4873
MSitAE-APRIL-2023,NL7,NHS ENGLAND MIDLANDS,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,4694,0,,0
MSitAE-APRIL-2023,R1D,NHS ENGLAND MIDLANDS,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2843,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,,,,,,,2023-04-01,2843,5,,1
MSitAE-APRIL-2023,RGP,NHS ENGLAND EAST OF ENGLAND,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6236,0,1462,98,0,0,2095,0,0,23,0,0,443,192,1467,0,0,430,,,,,,,2023-04-01,7698,2095,66.4,1897
MSitAE-APRIL-2023,RL1,NHS ENGLAND MIDLANDS,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,,,2023-04-01,0,0,,22
MSitAE-APRIL-2023,RLT,NHS ENGLAND MIDLANDS,GEORGE ELIOT HOSPITAL NHS TRUST,5524,0,1536,361,0,319,1895,0,30,0,0,0,619,1,926,0,0,31,,,,,,,2023-04-01,7060,1925,65.7,957
MSitAE-APRIL-2023,RTK,NHS ENGLAND SOUTH EAST,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,8802,0,0,0,0,0,3416,0,0,0,0,0,482,8,2671,0,0,720,,,,,,,2023-04-01,8802,3416,61.2,3391
MSitAE-APRIL-2023,RTP,NHS ENGLAND SOUTH EAST,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8391,0,1103,0,0,0,2022,0,25,0,0,0,541,118,2973,0,0,816,,,,,,,2023-04-01,9494,2047,75.9,3789
MSitAE-APRIL-2023,RWX,NHS ENGLAND SOUTH EAST,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1223,0,0,0,0,0,9,0,0,0,0,0,0,0,36,0,,,,,,,2023-04-01,1223,9,,36
MSitAE-APRIL-2023,Y03571,NHS ENGLAND MIDLANDS,CORBY URGENT CARE CENTRE,0,0,7843,0,0,677,0,0,56,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,7843,56,,0
MSitAE-APRIL-2023,NNJ,NHS ENGLAND MIDLANDS,DHU HEALTH CARE C.I.C,0,0,2142,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2142,4,,0
MSitAE-APRIL-2023,NQT5F,NHS ENGLAND NORTH WEST,SKELMERSDALE WALK IN CENTRE,0,0,1758,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1758,14,,0
MSitAE-APRIL-2023,NQT5H,NHS ENGLAND SOUTH WEST,PAULTON MEMORIAL HOSPITAL,0,0,792,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,792,13,,0
MSitAE-APRIL-2023,RBK,NHS ENGLAND MIDLANDS,WALSALL HEALTHCARE NHS TRUST,6964,0,3949,330,0,143,2468,0,57,53,0,0,636,51,2816,0,0,738,,,,,,,2023-04-01,10913,2525,64.6,3554
MSitAE-APRIL-2023,RNU,NHS ENGLAND SOUTH EAST,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2830,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2830,163,,0
MSitAE-APRIL-2023,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12162,0,3118,0,0,0,4863,0,0,0,0,0,1012,64,3341,0,378,969,,,,,,,2023-04-01,15280,4863,60.0,4688
MSitAE-APRIL-2023,RPC,NHS ENGLAND SOUTH EAST,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1334,0,0,0,0,0,2,0,0,0,0,0,0,0,5,543,,,,,,,2023-04-01,1334,2,,548
MSitAE-APRIL-2023,RQ3,NHS ENGLAND MIDLANDS,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4477,0,0,0,0,0,663,0,0,0,0,0,0,0,856,0,0,114,,,,,,,2023-04-01,4477,663,85.2,970
MSitAE-APRIL-2023,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,9875,0,0,15,0,0,1631,0,0,0,0,0,178,15,1548,0,0,187,,,,,,,2023-04-01,9875,1631,83.5,1735
MSitAE-APRIL-2023,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,922,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,922,0,,0
MSitAE-APRIL-2023,RVY,NHS ENGLAND NORTH WEST,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7014,0,2855,191,0,0,2179,0,0,32,0,0,402,105,1842,0,0,82,,,,,,,2023-04-01,9869,2179,68.9,1924
MSitAE-APRIL-2023,RYG,NHS ENGLAND MIDLANDS,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50,,,,,,,2023-04-01,0,0,,58
MSitAE-APRIL-2023,RYR,NHS ENGLAND SOUTH EAST,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,21937,1469,2196,1447,0,597,8444,35,101,462,0,9,1585,637,7567,33,48,1294,,,,,,,2023-04-01,25602,8580,61.5,8942
MSitAE-APRIL-2023,NNJ07,NHS ENGLAND MIDLANDS,LOUGHBOROUGH URGENT CARE CENTRE,0,0,4851,0,0,477,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,4851,18,,0
MSitAE-APRIL-2023,NNJ0H,NHS ENGLAND MIDLANDS,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,211,0,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,211,0,,0
MSitAE-APRIL-2023,NNJ12,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH,0,0,174,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,174,0,,0
MSitAE-APRIL-2023,NNJ13,NHS ENGLAND MIDLANDS,MELTON MOWBRAY,0,0,52,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,52,0,,0
MSitAE-APRIL-2023,NNJ14,NHS ENGLAND MIDLANDS,OADBY,0,0,721,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,721,0,,0
MSitAE-APRIL-2023,NNJ15,NHS ENGLAND MIDLANDS,OAKHAM,0,0,53,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,53,0,,0
MSitAE-APRIL-2023,NTPAD,NHS ENGLAND SOUTH EAST,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5024,0,0,294,0,0,57,0,0,6,0,0,0,0,0,0,,,,,,,2023-04-01,5024,57,,0
MSitAE-APRIL-2023,NV693,NHS ENGLAND NORTH WEST,ROSSENDALE MIU & OOH,0,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,734,0,,0
MSitAE-APRIL-2023,RA7,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13074,2147,0,0,0,0,4413,51,0,0,0,0,1145,324,4398,8,0,1192,,,,,,,2023-04-01,15221,4464,66.2,5598
MSitAE-APRIL-2023,RAJ,NHS ENGLAND EAST OF ENGLAND,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27608,0,1997,750,0,94,9228,0,60,214,0,8,2201,17,7721,0,190,1097,,,,,,,2023-04-01,29605,9288,66.6,9008
MSitAE-APRIL-2023,RBD,NHS ENGLAND SOUTH WEST,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4071,0,0,326,0,3372,1257,0,0,72,0,4,94,3,1567,0,0,404,,,,,,,2023-04-01,4071,1257,69.1,1971
MSitAE-APRIL-2023,RD8,NHS ENGLAND EAST OF ENGLAND,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7102,0,4679,581,0,123,2708,0,192,205,0,0,711,0,1725,0,0,390,,,,,,,2023-04-01,11781,2900,61.9,2115
MSitAE-APRIL-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE ROTHERHAM NHS FOUNDATION TRUST,7597,0,0,6,0,0,0,0,0,0,0,0,444,0,2767,0,0,571,,,,,,,2023-04-01,7597,0,100.0,3338
MSitAE-APRIL-2023,RGN,NHS ENGLAND EAST OF ENGLAND,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11396,0,3864,68,0,476,4700,0,463,29,0,47,432,647,2838,0,105,1126,,,,,,,2023-04-01,15260,5163,58.8,4069
MSitAE-APRIL-2023,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,12189,0,11548,109,0,57,6059,0,1386,20,0,0,1079,551,3329,0,0,1135,,,,,,,2023-04-01,23737,7445,50.3,4464
MSitAE-APRIL-2023,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13686,0,7719,90,0,1431,6559,0,1161,34,0,290,1251,767,3467,0,0,480,,,,,,,2023-04-01,21405,7720,52.1,3947
MSitAE-APRIL-2023,RK5,NHS ENGLAND MIDLANDS,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9526,0,4930,22,0,92,3309,0,241,8,0,1,686,83,3083,0,0,357,,,,,,,2023-04-01,14456,3550,65.3,3440
MSitAE-APRIL-2023,RM1,NHS ENGLAND EAST OF ENGLAND,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10112,0,8069,446,0,0,3841,0,4,123,0,0,978,297,2460,0,0,1537,,,,,,,2023-04-01,18181,3845,62.0,3997
MSitAE-APRIL-2023,RN5,NHS ENGLAND SOUTH EAST,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11089,0,205,0,0,211,3891,0,0,0,0,0,1005,5,3877,0,0,925,,,,,,,2023-04-01,11294,3891,64.9,4802
MSitAE-APRIL-2023,RN7,NHS ENGLAND SOUTH EAST,DARTFORD AND GRAVESHAM NHS TRUST,10359,0,3699,0,0,0,2918,0,17,0,0,0,471,0,2722,0,0,304,,,,,,,2023-04-01,14058,2935,71.8,3026
MSitAE-APRIL-2023,RRK,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,29850,0,0,0,0,0,13798,0,0,0,0,0,3450,858,9456,0,0,4360,,,,,,,2023-04-01,29850,13798,53.8,13816
MSitAE-APRIL-2023,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11182,1426,5102,0,0,765,4062,92,0,0,0,0,370,45,3134,27,0,2573,,,,,,,2023-04-01,17710,4154,63.7,5734
MSitAE-APRIL-2023,RTG,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,14372,0,12770,108,0,61,7893,0,1157,46,0,2,870,133,3938,0,157,1904,,,,,,,2023-04-01,27142,9050,45.1,5999
MSitAE-APRIL-2023,RWF,NHS ENGLAND SOUTH EAST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16720,0,2087,0,0,0,2006,0,6,0,0,0,419,0,5531,0,0,1011,,,,,,,2023-04-01,18807,2012,88.0,6542
MSitAE-APRIL-2023,RWH,NHS ENGLAND EAST OF ENGLAND,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8625,0,4822,4,0,362,4690,0,6,2,0,0,189,27,2728,0,0,224,,,,,,,2023-04-01,13447,4696,45.6,2952
MSitAE-APRIL-2023,RXK,NHS ENGLAND MIDLANDS,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,12584,1300,9956,746,0,0,5578,109,356,138,0,0,968,39,2850,0,0,352,,,,,,,2023-04-01,23840,6043,55.7,3202
MSitAE-APRIL-2023,RXR,NHS ENGLAND NORTH WEST,EAST LANCASHIRE HOSPITALS NHS TRUST,10121,0,6584,0,0,0,3986,0,326,0,0,0,614,874,3784,0,18,918,,,,,,,2023-04-01,16705,4312,60.6,4720
MSitAE-APRIL-2023,RY4,NHS ENGLAND EAST OF ENGLAND,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,922,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,922,29,,0
MSitAE-APRIL-2023,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,8696,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,8696,147,,0
MSitAE-APRIL-2023,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE,BRANSHOLME HEALTH CENTRE,0,0,3519,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,3519,639,,0
MSitAE-APRIL-2023,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE WILBERFORCE HEALTH CENTRE,0,0,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2642,0,,0
MSitAE-APRIL-2023,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE,EAST RIDING COMMUNITY HOSPITAL,0,0,2855,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2855,265,,0
MSitAE-APRIL-2023,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE,GOOLE & DISTRICT HOSPITAL,0,0,1287,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,1287,2,,0
MSitAE-APRIL-2023,NR3,NHS ENGLAND MIDLANDS,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4577,0,0,265,0,0,198,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,4577,198,,0
MSitAE-APRIL-2023,NTP11,NHS ENGLAND SOUTH EAST,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5203,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,5203,457,,0
MSitAE-APRIL-2023,NTV0B,NHS ENGLAND SOUTH EAST,ASHFORD WALK-IN-CENTRE,0,0,2563,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2563,127,,0
MSitAE-APRIL-2023,NTV0W,NHS ENGLAND SOUTH EAST,WOKING WALK IN CENTRE,0,0,2811,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,,,,,,,2023-04-01,2811,102,,0
